PremiumTable	IssueAge	MaxPolicyYear	Sex	RiskClass	PremiumBand	PremiumPer1000
LTL19M	31	999	M	N	2	6.35
LTL19M	31	999	M	P	2	5.32
LTL19M	31	999	M	R	2	4.73
LTL19M	31	999	M	S	2	12.37
LTL19M	31	999	M	T	2	10.31
LTL19M	31	999	M	U	2	8.07
LTL19M	31	999	M	W	2	6.35
LTL19M	31	999	M	Y	2	12.37
LTL19M	31	999	M	N	3	6.05
LTL19M	31	999	M	P	3	5.04
LTL19M	31	999	M	R	3	4.36
LTL19M	31	999	M	S	3	11.96
LTL19M	31	999	M	T	3	9.96
LTL19M	31	999	M	U	3	7.75
LTL19M	31	999	M	W	3	6.05
LTL19M	31	999	M	Y	3	11.96
LTL19M	31	999	M	N	4	5.94
LTL19M	31	999	M	P	4	4.9
LTL19M	31	999	M	R	4	4.25
LTL19M	31	999	M	S	4	11.52
LTL19M	31	999	M	T	4	9.6
LTL19M	31	999	M	U	4	7.64
LTL19M	31	999	M	W	4	5.94
LTL19M	31	999	M	Y	4	11.52
LTL19M	31	999	M	N	5	5.35
LTL19M	31	999	M	P	5	4.41
LTL19M	31	999	M	R	5	3.82
LTL19M	31	999	M	S	5	10.37
LTL19M	31	999	M	T	5	8.64
LTL19M	31	999	M	U	5	6.87
LTL19M	31	999	M	W	5	5.35
LTL19M	31	999	M	Y	5	10.37
LTL19M	32	999	M	N	1	7.84
LTL19M	32	999	M	P	1	6.55
LTL19M	32	999	M	R	1	5.82
LTL19M	32	999	M	S	1	14.18
LTL19M	32	999	M	T	1	11.82
LTL19M	32	999	M	U	1	9.69
LTL19M	32	999	M	W	1	7.84
LTL19M	32	999	M	Y	1	14.18
LTL19M	32	999	M	N	2	6.55
LTL19M	32	999	M	P	2	5.53
LTL19M	32	999	M	R	2	4.9
LTL19M	32	999	M	S	2	12.68
LTL19M	32	999	M	T	2	10.57
LTL19M	32	999	M	U	2	8.39
LTL19M	32	999	M	W	2	6.55
LTL19M	32	999	M	Y	2	12.68
LTL19M	32	999	M	N	3	6.25
LTL19M	32	999	M	P	3	5.23
LTL19M	32	999	M	R	3	4.55
LTL19M	32	999	M	S	3	12.34
LTL19M	32	999	M	T	3	10.28
LTL19M	32	999	M	U	3	8.1
LTL19M	32	999	M	W	3	6.25
LTL19M	32	999	M	Y	3	12.34
LTL19M	32	999	M	N	4	6.13
LTL19M	32	999	M	P	4	5.08
LTL19M	32	999	M	R	4	4.43
LTL19M	32	999	M	S	4	11.9
LTL19M	32	999	M	T	4	9.92
LTL19M	32	999	M	U	4	7.99
LTL19M	32	999	M	W	4	6.13
LTL19M	32	999	M	Y	4	11.9
LTL19M	32	999	M	N	5	5.52
LTL19M	32	999	M	P	5	4.57
LTL19M	32	999	M	R	5	3.99
LTL19M	32	999	M	S	5	10.71
LTL19M	32	999	M	T	5	8.93
LTL19M	32	999	M	U	5	7.19
LTL19M	32	999	M	W	5	5.52
LTL19M	32	999	M	Y	5	10.71
LTL19M	33	999	M	N	1	7.99
LTL19M	33	999	M	P	1	6.76
LTL19M	33	999	M	R	1	6.03
LTL19M	33	999	M	S	1	14.54
LTL19M	33	999	M	T	1	12.12
LTL19M	33	999	M	U	1	10.07
LTL19M	33	999	M	W	1	7.99
LTL19M	33	999	M	Y	1	14.54
LTL19M	33	999	M	N	2	6.75
LTL19M	33	999	M	P	2	5.73
LTL19M	33	999	M	R	2	5.08
LTL19M	33	999	M	S	2	12.99
LTL19M	33	999	M	T	2	10.83
LTL19M	33	999	M	U	2	8.72
LTL19M	33	999	M	W	2	6.75
LTL19M	33	999	M	Y	2	12.99
LTL19M	33	999	M	N	3	6.46
LTL19M	33	999	M	P	3	5.42
LTL19M	33	999	M	R	3	4.74
LTL19M	33	999	M	S	3	12.72
LTL19M	33	999	M	T	3	10.6
LTL19M	33	999	M	U	3	8.46
LTL19M	33	999	M	W	3	6.46
LTL19M	33	999	M	Y	3	12.72
LTL19M	33	999	M	N	4	6.32
LTL19M	33	999	M	P	4	5.26
LTL19M	33	999	M	R	4	4.61
LTL19M	33	999	M	S	4	12.28
LTL19M	33	999	M	T	4	10.23
LTL19M	33	999	M	U	4	8.33
LTL19M	33	999	M	W	4	6.32
LTL19M	33	999	M	Y	4	12.28
LTL19M	33	999	M	N	5	5.69
LTL19M	33	999	M	P	5	4.73
LTL19M	33	999	M	R	5	4.15
LTL19M	33	999	M	S	5	11.05
LTL19M	33	999	M	T	5	9.21
LTL19M	33	999	M	U	5	7.5
LTL19M	33	999	M	W	5	5.69
LTL19M	33	999	M	Y	5	11.05
LTL19M	34	999	M	N	1	8.14
LTL19M	34	999	M	P	1	6.96
LTL19M	34	999	M	R	1	6.25
LTL19M	34	999	M	S	1	14.91
LTL19M	34	999	M	T	1	12.42
LTL19M	34	999	M	U	1	10.45
LTL19M	34	999	M	W	1	8.14
LTL19M	34	999	M	Y	1	14.91
LTL19M	34	999	M	N	2	6.96
LTL19M	34	999	M	P	2	5.94
LTL19M	34	999	M	R	2	5.25
LTL19M	34	999	M	S	2	13.3
LTL19M	34	999	M	T	2	11.08
LTL19M	34	999	M	U	2	9.05
LTL19M	34	999	M	W	2	6.96
LTL19M	34	999	M	Y	2	13.3
LTL19M	34	999	M	N	3	6.66
LTL19M	34	999	M	P	3	5.61
LTL19M	34	999	M	R	3	4.93
LTL19M	34	999	M	S	3	13.11
LTL19M	34	999	M	T	3	10.92
LTL19M	34	999	M	U	3	8.81
LTL19M	34	999	M	W	3	6.66
LTL19M	34	999	M	Y	3	13.11
LTL19M	34	999	M	N	4	6.51
LTL19M	34	999	M	P	4	5.44
LTL19M	34	999	M	R	4	4.79
LTL19M	34	999	M	S	4	12.66
LTL19M	34	999	M	T	4	10.55
LTL19M	34	999	M	U	4	8.68
LTL19M	34	999	M	W	4	6.51
LTL19M	34	999	M	Y	4	12.66
LTL19M	34	999	M	N	5	5.85
LTL19M	34	999	M	P	5	4.9
LTL19M	34	999	M	R	5	4.31
LTL19M	34	999	M	S	5	11.39
LTL19M	34	999	M	T	5	9.49
LTL19M	34	999	M	U	5	7.81
LTL19M	34	999	M	W	5	5.85
LTL19M	34	999	M	Y	5	11.39
LTL19M	35	999	M	N	1	8.29
LTL19M	35	999	M	P	1	7.16
LTL19M	35	999	M	R	1	6.46
LTL19M	35	999	M	S	1	15.27
LTL19M	35	999	M	T	1	12.72
LTL19M	35	999	M	U	1	10.82
LTL19M	35	999	M	W	1	8.29
LTL19M	35	999	M	Y	1	15.27
LTL19M	35	999	M	N	2	7.16
LTL19M	35	999	M	P	2	6.15
LTL19M	35	999	M	R	2	5.42
LTL19M	35	999	M	S	2	13.61
LTL19M	35	999	M	T	2	11.34
LTL19M	35	999	M	U	2	9.38
LTL19M	35	999	M	W	2	7.16
LTL19M	35	999	M	Y	2	13.61
LTL19M	35	999	M	N	3	6.86
LTL19M	35	999	M	P	3	5.8
LTL19M	35	999	M	R	3	5.12
LTL19M	35	999	M	S	3	13.49
LTL19M	35	999	M	T	3	11.24
LTL19M	35	999	M	U	3	9.17
LTL19M	35	999	M	W	3	6.86
LTL19M	35	999	M	Y	3	13.49
LTL19M	35	999	M	N	4	6.69
LTL19M	35	999	M	P	4	5.63
LTL19M	35	999	M	R	4	4.97
LTL19M	35	999	M	S	4	13.04
LTL19M	35	999	M	T	4	10.86
LTL19M	35	999	M	U	4	9.03
LTL19M	35	999	M	W	4	6.69
LTL19M	35	999	M	Y	4	13.04
LTL19M	35	999	M	N	5	6.02
LTL19M	35	999	M	P	5	5.06
LTL19M	35	999	M	R	5	4.48
LTL19M	35	999	M	S	5	11.73
LTL19M	35	999	M	T	5	9.78
LTL19M	35	999	M	U	5	8.13
LTL19M	35	999	M	W	5	6.02
LTL19M	35	999	M	Y	5	11.73
LTL19M	36	999	M	N	1	8.57
LTL19M	36	999	M	P	1	7.38
LTL19M	36	999	M	R	1	6.68
LTL19M	36	999	M	S	1	16.01
LTL19M	36	999	M	T	1	13.34
LTL19M	36	999	M	U	1	11.35
LTL19M	36	999	M	W	1	8.57
LTL19M	36	999	M	Y	1	16.01
LTL19M	36	999	M	N	2	7.46
LTL19M	36	999	M	P	2	6.39
LTL19M	36	999	M	R	2	5.63
LTL19M	36	999	M	S	2	14.23
LTL19M	36	999	M	T	2	11.86
LTL19M	36	999	M	U	2	9.9
LTL19M	36	999	M	W	2	7.46
LTL19M	36	999	M	Y	2	14.23
LTL19M	36	999	M	N	3	7.15
LTL19M	36	999	M	P	3	6.04
LTL19M	36	999	M	R	3	5.34
LTL19M	36	999	M	S	3	14.1
LTL19M	36	999	M	T	3	11.75
LTL19M	36	999	M	U	3	9.65
LTL19M	36	999	M	W	3	7.15
LTL19M	36	999	M	Y	3	14.1
LTL19M	36	999	M	N	4	6.99
LTL19M	36	999	M	P	4	5.88
LTL19M	36	999	M	R	4	5.21
LTL19M	36	999	M	S	4	13.66
LTL19M	36	999	M	T	4	11.38
LTL19M	36	999	M	U	4	9.5
LTL19M	36	999	M	W	4	6.99
LTL19M	36	999	M	Y	4	13.66
LTL19M	36	999	M	N	5	6.29
LTL19M	36	999	M	P	5	5.29
LTL19M	36	999	M	R	5	4.69
LTL19M	36	999	M	S	5	12.3
LTL19M	36	999	M	T	5	10.25
LTL19M	36	999	M	U	5	8.55
LTL19M	36	999	M	W	5	6.29
LTL19M	36	999	M	Y	5	12.3
LTL19M	37	999	M	N	1	8.85
LTL19M	37	999	M	P	1	7.61
LTL19M	37	999	M	R	1	6.9
LTL19M	37	999	M	S	1	16.75
LTL19M	37	999	M	T	1	13.96
LTL19M	37	999	M	U	1	11.88
LTL19M	37	999	M	W	1	8.85
LTL19M	37	999	M	Y	1	16.75
LTL19M	37	999	M	N	2	7.76
LTL19M	37	999	M	P	2	6.64
LTL19M	37	999	M	R	2	5.84
LTL19M	37	999	M	S	2	14.85
LTL19M	37	999	M	T	2	12.37
LTL19M	37	999	M	U	2	10.42
LTL19M	37	999	M	W	2	7.76
LTL19M	37	999	M	Y	2	14.85
LTL19M	37	999	M	N	3	7.45
LTL19M	37	999	M	P	3	6.28
LTL19M	37	999	M	R	3	5.57
LTL19M	37	999	M	S	3	14.71
LTL19M	37	999	M	T	3	12.26
LTL19M	37	999	M	U	3	10.14
LTL19M	37	999	M	W	3	7.45
LTL19M	37	999	M	Y	3	14.71
LTL19M	37	999	M	N	4	7.29
LTL19M	37	999	M	P	4	6.13
LTL19M	37	999	M	R	4	5.44
LTL19M	37	999	M	S	4	14.28
LTL19M	37	999	M	T	4	11.9
LTL19M	37	999	M	U	4	9.96
LTL19M	37	999	M	W	4	7.29
LTL19M	37	999	M	Y	4	14.28
LTL19M	37	999	M	N	5	6.56
LTL19M	37	999	M	P	5	5.52
LTL19M	37	999	M	R	5	4.9
LTL19M	37	999	M	S	5	12.86
LTL19M	37	999	M	T	5	10.71
LTL19M	37	999	M	U	5	8.97
LTL19M	37	999	M	W	5	6.56
LTL19M	37	999	M	Y	5	12.86
LTL19M	38	999	M	N	1	9.13
LTL19M	38	999	M	P	1	7.83
LTL19M	38	999	M	R	1	7.12
LTL19M	38	999	M	S	1	17.49
LTL19M	38	999	M	T	1	14.57
LTL19M	38	999	M	U	1	12.4
LTL19M	38	999	M	W	1	9.13
LTL19M	38	999	M	Y	1	17.49
LTL19M	38	999	M	N	2	8.06
LTL19M	38	999	M	P	2	6.88
LTL19M	38	999	M	R	2	6.05
LTL19M	38	999	M	S	2	15.47
LTL19M	38	999	M	T	2	12.89
LTL19M	38	999	M	U	2	10.94
LTL19M	38	999	M	W	2	8.06
LTL19M	38	999	M	Y	2	15.47
LTL19M	38	999	M	N	3	7.74
LTL19M	38	999	M	P	3	6.52
LTL19M	38	999	M	R	3	5.79
LTL19M	38	999	M	S	3	15.31
LTL19M	38	999	M	T	3	12.76
LTL19M	38	999	M	U	3	10.62
LTL19M	38	999	M	W	3	7.74
LTL19M	38	999	M	Y	3	15.31
LTL19M	38	999	M	N	4	7.58
LTL19M	38	999	M	P	4	6.38
LTL19M	38	999	M	R	4	5.68
LTL19M	38	999	M	S	4	14.91
LTL19M	38	999	M	T	4	12.42
LTL19M	38	999	M	U	4	10.43
LTL19M	38	999	M	W	4	7.58
LTL19M	38	999	M	Y	4	14.91
LTL19M	38	999	M	N	5	6.83
LTL19M	38	999	M	P	5	5.74
LTL19M	38	999	M	R	5	5.11
LTL19M	38	999	M	S	5	13.42
LTL19M	38	999	M	T	5	11.18
LTL19M	38	999	M	U	5	9.39
LTL19M	38	999	M	W	5	6.83
LTL19M	38	999	M	Y	5	13.42
LTL19M	39	999	M	N	1	9.41
LTL19M	39	999	M	P	1	8.05
LTL19M	39	999	M	R	1	7.34
LTL19M	39	999	M	S	1	18.23
LTL19M	39	999	M	T	1	15.19
LTL19M	39	999	M	U	1	12.93
LTL19M	39	999	M	W	1	9.41
LTL19M	39	999	M	Y	1	18.23
LTL19M	39	999	M	N	2	8.36
LTL19M	39	999	M	P	2	7.13
LTL19M	39	999	M	R	2	6.26
LTL19M	39	999	M	S	2	16.09
LTL19M	39	999	M	T	2	13.41
LTL19M	39	999	M	U	2	11.46
LTL19M	39	999	M	W	2	8.36
LTL19M	39	999	M	Y	2	16.09
LTL19M	39	999	M	N	3	8.03
LTL19M	39	999	M	P	3	6.76
LTL19M	39	999	M	R	3	6.01
LTL19M	39	999	M	S	3	15.92
LTL19M	39	999	M	T	3	13.27
LTL19M	39	999	M	U	3	11.1
LTL19M	39	999	M	W	3	8.03
LTL19M	39	999	M	Y	3	15.92
LTL19M	39	999	M	N	4	7.88
LTL19M	39	999	M	P	4	6.63
LTL19M	39	999	M	R	4	5.92
LTL19M	39	999	M	S	4	15.53
LTL19M	39	999	M	T	4	12.94
LTL19M	39	999	M	U	4	10.9
LTL19M	39	999	M	W	4	7.88
LTL19M	39	999	M	Y	4	15.53
LTL19M	39	999	M	N	5	7.09
LTL19M	39	999	M	P	5	5.97
LTL19M	39	999	M	R	5	5.32
LTL19M	39	999	M	S	5	13.98
LTL19M	39	999	M	T	5	11.65
LTL19M	39	999	M	U	5	9.81
LTL19M	39	999	M	W	5	7.09
LTL19M	39	999	M	Y	5	13.98
LTL19M	40	999	M	N	1	9.69
LTL19M	40	999	M	P	1	8.27
LTL19M	40	999	M	R	1	7.56
LTL19M	40	999	M	S	1	18.97
LTL19M	40	999	M	T	1	15.81
LTL19M	40	999	M	U	1	13.46
LTL19M	40	999	M	W	1	9.69
LTL19M	40	999	M	Y	1	18.97
LTL19M	40	999	M	N	2	8.66
LTL19M	40	999	M	P	2	7.37
LTL19M	40	999	M	R	2	6.47
LTL19M	40	999	M	S	2	16.71
LTL19M	40	999	M	T	2	13.93
LTL19M	40	999	M	U	2	11.98
LTL19M	40	999	M	W	2	8.66
LTL19M	40	999	M	Y	2	16.71
LTL19M	40	999	M	N	3	8.32
LTL19M	40	999	M	P	3	7.0
LTL19M	40	999	M	R	3	6.23
LTL19M	40	999	M	S	3	16.53
LTL19M	40	999	M	T	3	13.78
LTL19M	40	999	M	U	3	11.59
LTL19M	40	999	M	W	3	8.32
LTL19M	40	999	M	Y	3	16.53
LTL19M	40	999	M	N	4	8.18
LTL19M	40	999	M	P	4	6.88
LTL19M	40	999	M	R	4	6.15
LTL19M	40	999	M	S	4	16.15
LTL19M	40	999	M	T	4	13.46
LTL19M	40	999	M	U	4	11.36
LTL19M	40	999	M	W	4	8.18
LTL19M	40	999	M	Y	4	16.15
LTL19M	40	999	M	N	5	7.36
LTL19M	40	999	M	P	5	6.2
LTL19M	40	999	M	R	5	5.54
LTL19M	40	999	M	S	5	14.54
LTL19M	40	999	M	T	5	12.12
LTL19M	40	999	M	U	5	10.23
LTL19M	40	999	M	W	5	7.36
LTL19M	40	999	M	Y	5	14.54
LTL19M	41	999	M	N	1	10.1
LTL19M	41	999	M	P	1	8.62
LTL19M	41	999	M	R	1	7.86
LTL19M	41	999	M	S	1	19.76
LTL19M	41	999	M	T	1	16.47
LTL19M	41	999	M	U	1	14.12
LTL19M	41	999	M	W	1	10.1
LTL19M	41	999	M	Y	1	19.76
LTL19M	41	999	M	N	2	9.05
LTL19M	41	999	M	P	2	7.72
LTL19M	41	999	M	R	2	6.77
LTL19M	41	999	M	S	2	17.49
LTL19M	41	999	M	T	2	14.58
LTL19M	41	999	M	U	2	12.56
LTL19M	41	999	M	W	2	9.05
LTL19M	41	999	M	Y	2	17.49
LTL19M	41	999	M	N	3	8.67
LTL19M	41	999	M	P	3	7.3
LTL19M	41	999	M	R	3	6.5
LTL19M	41	999	M	S	3	17.3
LTL19M	41	999	M	T	3	14.41
LTL19M	41	999	M	U	3	12.2
LTL19M	41	999	M	W	3	8.67
LTL19M	41	999	M	Y	3	17.3
LTL19M	41	999	M	N	4	8.53
LTL19M	41	999	M	P	4	7.2
LTL19M	41	999	M	R	4	6.42
LTL19M	41	999	M	S	4	16.95
LTL19M	41	999	M	T	4	14.13
LTL19M	41	999	M	U	4	11.91
LTL19M	41	999	M	W	4	8.53
LTL19M	41	999	M	Y	4	16.95
LTL19M	41	999	M	N	5	7.68
LTL19M	41	999	M	P	5	6.48
LTL19M	41	999	M	R	5	5.78
LTL19M	41	999	M	S	5	15.26
LTL19M	41	999	M	T	5	12.71
LTL19M	41	999	M	U	5	10.72
LTL19M	41	999	M	W	5	7.68
LTL19M	41	999	M	Y	5	15.26
LTL19M	42	999	M	N	1	10.51
LTL19M	42	999	M	P	1	8.97
LTL19M	42	999	M	R	1	8.16
LTL19M	42	999	M	S	1	20.55
LTL19M	42	999	M	T	1	17.13
LTL19M	42	999	M	U	1	14.78
LTL19M	42	999	M	W	1	10.51
LTL19M	42	999	M	Y	1	20.55
LTL19M	42	999	M	N	2	9.43
LTL19M	42	999	M	P	2	8.07
LTL19M	42	999	M	R	2	7.07
LTL19M	42	999	M	S	2	18.27
LTL19M	42	999	M	T	2	15.23
LTL19M	42	999	M	U	2	13.14
LTL19M	42	999	M	W	2	9.43
LTL19M	42	999	M	Y	2	18.27
LTL19M	42	999	M	N	3	9.02
LTL19M	42	999	M	P	3	7.61
LTL19M	42	999	M	R	3	6.77
LTL19M	42	999	M	S	3	18.06
LTL19M	42	999	M	T	3	15.05
LTL19M	42	999	M	U	3	12.82
LTL19M	42	999	M	W	3	9.02
LTL19M	42	999	M	Y	3	18.06
LTL19M	42	999	M	N	4	8.88
LTL19M	42	999	M	P	4	7.51
LTL19M	42	999	M	R	4	6.69
LTL19M	42	999	M	S	4	17.75
LTL19M	42	999	M	T	4	14.79
LTL19M	42	999	M	U	4	12.47
LTL19M	42	999	M	W	4	8.88
LTL19M	42	999	M	Y	4	17.75
LTL19M	42	999	M	N	5	7.99
LTL19M	42	999	M	P	5	6.76
LTL19M	42	999	M	R	5	6.02
LTL19M	42	999	M	S	5	15.97
LTL19M	42	999	M	T	5	13.31
LTL19M	42	999	M	U	5	11.22
LTL19M	42	999	M	W	5	7.99
LTL19M	42	999	M	Y	5	15.97
LTL19M	43	999	M	N	1	10.92
LTL19M	43	999	M	P	1	9.32
LTL19M	43	999	M	R	1	8.46
LTL19M	43	999	M	S	1	21.35
LTL19M	43	999	M	T	1	17.79
LTL19M	43	999	M	U	1	15.45
LTL19M	43	999	M	W	1	10.92
LTL19M	43	999	M	Y	1	21.35
LTL19M	43	999	M	N	2	9.82
LTL19M	43	999	M	P	2	8.42
LTL19M	43	999	M	R	2	7.37
LTL19M	43	999	M	S	2	19.06
LTL19M	43	999	M	T	2	15.88
LTL19M	43	999	M	U	2	13.72
LTL19M	43	999	M	W	2	9.82
LTL19M	43	999	M	Y	2	19.06
LTL19M	43	999	M	N	3	9.36
LTL19M	43	999	M	P	3	7.92
LTL19M	43	999	M	R	3	7.04
LTL19M	43	999	M	S	3	18.83
LTL19M	43	999	M	T	3	15.69
LTL19M	43	999	M	U	3	13.44
LTL19M	43	999	M	W	3	9.36
LTL19M	43	999	M	Y	3	18.83
LTL19M	43	999	M	N	4	9.23
LTL19M	43	999	M	P	4	7.82
LTL19M	43	999	M	R	4	6.96
LTL19M	43	999	M	S	4	18.54
LTL19M	43	999	M	T	4	15.45
LTL19M	43	999	M	U	4	13.02
LTL19M	43	999	M	W	4	9.23
LTL19M	43	999	M	Y	4	18.54
LTL19M	43	999	M	N	5	8.3
LTL19M	43	999	M	P	5	7.04
LTL19M	43	999	M	R	5	6.26
LTL19M	43	999	M	S	5	16.69
LTL19M	43	999	M	T	5	13.91
LTL19M	43	999	M	U	5	11.72
LTL19M	43	999	M	W	5	8.3
LTL19M	43	999	M	Y	5	16.69
LTL19M	44	999	M	N	1	11.33
LTL19M	44	999	M	P	1	9.67
LTL19M	44	999	M	R	1	8.76
LTL19M	44	999	M	S	1	22.14
LTL19M	44	999	M	T	1	18.45
LTL19M	44	999	M	U	1	16.11
LTL19M	44	999	M	W	1	11.33
LTL19M	44	999	M	Y	1	22.14
LTL19M	44	999	M	N	2	10.21
LTL19M	44	999	M	P	2	8.77
LTL19M	44	999	M	R	2	7.67
LTL19M	44	999	M	S	2	19.84
LTL19M	44	999	M	T	2	16.53
LTL19M	44	999	M	U	2	14.3
LTL19M	44	999	M	W	2	10.21
LTL19M	44	999	M	Y	2	19.84
LTL19M	44	999	M	N	3	9.71
LTL19M	44	999	M	P	3	8.23
LTL19M	44	999	M	R	3	7.31
LTL19M	44	999	M	S	3	19.6
LTL19M	44	999	M	T	3	16.33
LTL19M	44	999	M	U	3	14.05
LTL19M	44	999	M	W	3	9.71
LTL19M	44	999	M	Y	3	19.6
LTL19M	44	999	M	N	4	9.58
LTL19M	44	999	M	P	4	8.14
LTL19M	44	999	M	R	4	7.23
LTL19M	44	999	M	S	4	19.34
LTL19M	44	999	M	T	4	16.11
LTL19M	44	999	M	U	4	13.57
LTL19M	44	999	M	W	4	9.58
LTL19M	44	999	M	Y	4	19.34
LTL19M	44	999	M	N	5	8.62
LTL19M	44	999	M	P	5	7.32
LTL19M	44	999	M	R	5	6.5
LTL19M	44	999	M	S	5	17.4
LTL19M	44	999	M	T	5	14.5
LTL19M	44	999	M	U	5	12.21
LTL19M	44	999	M	W	5	8.62
LTL19M	44	999	M	Y	5	17.4
LTL19M	45	999	M	N	1	11.74
LTL19M	45	999	M	P	1	10.02
LTL19M	45	999	M	R	1	9.06
LTL19M	45	999	M	S	1	22.93
LTL19M	45	999	M	T	1	19.11
LTL19M	45	999	M	U	1	16.77
LTL19M	45	999	M	W	1	11.74
LTL19M	45	999	M	Y	1	22.93
LTL19M	45	999	M	N	2	10.6
LTL19M	45	999	M	P	2	9.12
LTL19M	45	999	M	R	2	7.97
LTL19M	45	999	M	S	2	20.62
LTL19M	45	999	M	T	2	17.18
LTL19M	45	999	M	U	2	14.88
LTL19M	45	999	M	W	2	10.6
LTL19M	45	999	M	Y	2	20.62
LTL19M	45	999	M	N	3	10.06
LTL19M	45	999	M	P	3	8.54
LTL19M	45	999	M	R	3	7.58
LTL19M	45	999	M	S	3	20.37
LTL19M	45	999	M	T	3	16.97
LTL19M	45	999	M	U	3	14.67
LTL19M	45	999	M	W	3	10.06
LTL19M	45	999	M	Y	3	20.37
LTL19M	45	999	M	N	4	9.92
LTL19M	45	999	M	P	4	8.45
LTL19M	45	999	M	R	4	7.5
LTL19M	45	999	M	S	4	20.13
LTL19M	45	999	M	T	4	16.78
LTL19M	45	999	M	U	4	14.12
LTL19M	45	999	M	W	4	9.92
LTL19M	45	999	M	Y	4	20.13
LTL19M	45	999	M	N	5	8.93
LTL19M	45	999	M	P	5	7.61
LTL19M	45	999	M	R	5	6.75
LTL19M	45	999	M	S	5	18.12
LTL19M	45	999	M	T	5	15.1
LTL19M	45	999	M	U	5	12.71
LTL19M	45	999	M	W	5	8.93
LTL19M	45	999	M	Y	5	18.12
LTL19M	46	999	M	N	1	12.34
LTL19M	46	999	M	P	1	10.57
LTL19M	46	999	M	R	1	9.47
LTL19M	46	999	M	S	1	24.1
LTL19M	46	999	M	T	1	20.08
LTL19M	46	999	M	U	1	17.64
LTL19M	46	999	M	W	1	12.34
LTL19M	46	999	M	Y	1	24.1
LTL19M	46	999	M	N	2	11.25
LTL19M	46	999	M	P	2	9.62
LTL19M	46	999	M	R	2	8.41
LTL19M	46	999	M	S	2	21.83
LTL19M	46	999	M	T	2	18.19
LTL19M	46	999	M	U	2	15.74
LTL19M	46	999	M	W	2	11.25
LTL19M	46	999	M	Y	2	21.83
LTL19M	46	999	M	N	3	10.65
LTL19M	46	999	M	P	3	9.05
LTL19M	46	999	M	R	3	8.03
LTL19M	46	999	M	S	3	21.58
LTL19M	46	999	M	T	3	17.98
LTL19M	46	999	M	U	3	15.54
LTL19M	46	999	M	W	3	10.65
LTL19M	46	999	M	Y	3	21.58
LTL19M	46	999	M	N	4	10.5
LTL19M	46	999	M	P	4	8.94
LTL19M	46	999	M	R	4	7.94
LTL19M	46	999	M	S	4	21.31
LTL19M	46	999	M	T	4	17.76
LTL19M	46	999	M	U	4	15.03
LTL19M	46	999	M	W	4	10.5
LTL19M	46	999	M	Y	4	21.31
LTL19M	46	999	M	N	5	9.45
LTL19M	46	999	M	P	5	8.04
LTL19M	46	999	M	R	5	7.15
LTL19M	46	999	M	S	5	19.18
LTL19M	46	999	M	T	5	15.98
LTL19M	46	999	M	U	5	13.53
LTL19M	46	999	M	W	5	9.45
LTL19M	46	999	M	Y	5	19.18
LTL19M	47	999	M	N	1	12.94
LTL19M	47	999	M	P	1	11.11
LTL19M	47	999	M	R	1	9.88
LTL19M	47	999	M	S	1	25.26
LTL19M	47	999	M	T	1	21.05
LTL19M	47	999	M	U	1	18.51
LTL19M	47	999	M	W	1	12.94
LTL19M	47	999	M	Y	1	25.26
LTL19M	47	999	M	N	2	11.9
LTL19M	47	999	M	P	2	10.12
LTL19M	47	999	M	R	2	8.86
LTL19M	47	999	M	S	2	23.03
LTL19M	47	999	M	T	2	19.19
LTL19M	47	999	M	U	2	16.59
LTL19M	47	999	M	W	2	11.9
LTL19M	47	999	M	Y	2	23.03
LTL19M	47	999	M	N	3	11.25
LTL19M	47	999	M	P	3	9.57
LTL19M	47	999	M	R	3	8.49
LTL19M	47	999	M	S	3	22.79
LTL19M	47	999	M	T	3	18.99
LTL19M	47	999	M	U	3	16.42
LTL19M	47	999	M	W	3	11.25
LTL19M	47	999	M	Y	3	22.79
LTL19M	47	999	M	N	4	11.07
LTL19M	47	999	M	P	4	9.43
LTL19M	47	999	M	R	4	8.38
LTL19M	47	999	M	S	4	22.48
LTL19M	47	999	M	T	4	18.73
LTL19M	47	999	M	U	4	15.94
LTL19M	47	999	M	W	4	11.07
LTL19M	47	999	M	Y	4	22.48
LTL19M	47	999	M	N	5	9.96
LTL19M	47	999	M	P	5	8.48
LTL19M	47	999	M	R	5	7.54
LTL19M	47	999	M	S	5	20.23
LTL19M	47	999	M	T	5	16.86
LTL19M	47	999	M	U	5	14.35
LTL19M	47	999	M	W	5	9.96
LTL19M	47	999	M	Y	5	20.23
LTL19M	48	999	M	N	1	13.54
LTL19M	48	999	M	P	1	11.66
LTL19M	48	999	M	R	1	10.28
LTL19M	48	999	M	S	1	26.42
LTL19M	48	999	M	T	1	22.02
LTL19M	48	999	M	U	1	19.38
LTL19M	48	999	M	W	1	13.54
LTL19M	48	999	M	Y	1	26.42
LTL19M	48	999	M	N	2	12.54
LTL19M	48	999	M	P	2	10.62
LTL19M	48	999	M	R	2	9.31
LTL19M	48	999	M	S	2	24.24
LTL19M	48	999	M	T	2	20.2
LTL19M	48	999	M	U	2	17.45
LTL19M	48	999	M	W	2	12.54
LTL19M	48	999	M	Y	2	24.24
LTL19M	48	999	M	N	3	11.84
LTL19M	48	999	M	P	3	10.08
LTL19M	48	999	M	R	3	8.94
LTL19M	48	999	M	S	3	24.0
LTL19M	48	999	M	T	3	20.0
